name,date,price,views,link
iPhone X 256 αψεγαδιαστοοοο,10/05/2020 04:55  μμ,"
										
											479,00 €
										
									",96,https://www.insomnia.gr/classifieds/item/1575125-iphone-x-256-%CE%B1%CF%88%CE%B5%CE%B3%CE%B1%CE%B4%CE%B9%CE%B1%CF%83%CF%84%CE%BF%CE%BF%CE%BF%CE%BF/
iPhone X 64 silver,10/05/2020 05:05  μμ,"
										
											480,00 €
										
									",561,https://www.insomnia.gr/classifieds/item/1533882-iphone-x-64-silver/
iPhone 4,10/05/2020 05:07  μμ,"
										
											40,00 €
										
									",60,https://www.insomnia.gr/classifieds/item/1575132-iphone-4/
iPhone 11 black 64GB καινούριο,09/05/2020 06:08  μμ,"
										
											670,00 €
										
									",806,https://www.insomnia.gr/classifieds/item/1553885-iphone-11-black-64gb-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%8D%CF%81%CE%B9%CE%BF/
iPhone 6s Plus 64GB Space Gray με θέμα (διαβάστε περιγραφή),09/05/2020 07:03  μμ,"
										
											110,00 €
										
									",257,https://www.insomnia.gr/classifieds/item/1574640-iphone-6s-plus%C2%A064gb%C2%A0space-gray-%CE%BC%CE%B5-%CE%B8%CE%AD%CE%BC%CE%B1-%CE%B4%CE%B9%CE%B1%CE%B2%CE%AC%CF%83%CF%84%CE%B5-%CF%80%CE%B5%CF%81%CE%B9%CE%B3%CF%81%CE%B1%CF%86%CE%AE/
IPhone 7 Plus 128gb black,09/05/2020 08:05  μμ,"
										
											360,00 €
										
									",57,https://www.insomnia.gr/classifieds/item/1574684-iphone-7-plus-128gb-black/
"Apple iPhone 11 Pro Max 64gb, Apple Watch Series 4 44mm και Apple AirPods Pro",,"
										
											1.400,00 €
										
									",76,https://www.insomnia.gr/classifieds/item/1574693-apple-iphone-11-pro-max-64gb-apple-watch-series-4-44mm-%CE%BA%CE%B1%CE%B9-apple-airpods-pro/
"Apple iPhone 11 Pro Max 64gb, Apple Watch Series 4 44mm και Apple AirPods Pro",,"
										
											1.400,00 €
										
									",357,https://www.insomnia.gr/classifieds/item/1544123-apple-iphone-11-pro-max-64gb-apple-watch-series-4-44mm-%CE%BA%CE%B1%CE%B9-apple-airpods-pro/
iPhone 7 32 gb άψογο,09/05/2020 08:15  μμ,"
										
											190,00 €
										
									",105,https://www.insomnia.gr/classifieds/item/1574696-iphone-7-32-gb-%CE%AC%CF%88%CE%BF%CE%B3%CE%BF/
iphone 5s,09/05/2020 08:29  μμ,"
										
											100,00 €
										
									",103,https://www.insomnia.gr/classifieds/item/1546145-iphone-5s/
σφραγισμενο Apple iphone 8 plus 256gb gold model a1897 24 μήνες εγγύηση,09/05/2020 08:30  μμ,"
										
											650,00 €
										
									",416,https://www.insomnia.gr/classifieds/item/1511051-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF-apple-iphone-8-plus-256gb-gold-model-a1897%C2%A024-%CE%BC%CE%AE%CE%BD%CE%B5%CF%82-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7/
iphone 7 silver-white 128GB + Apple Smart Battery,09/05/2020 08:45  μμ,"
										
											250,00 €
										
									",84,https://www.insomnia.gr/classifieds/item/1574711-iphone-7-silver-white-128gb-apple-smart-battery/
iPhone Xr 128gb σαν ΚΑΙΝΟΎΡΙΟ +Ανταλλαγές,09/05/2020 08:46  μμ,"
										
											490,00 €
										
									",267,https://www.insomnia.gr/classifieds/item/1574713-iphone-xr-128gb-%CF%83%CE%B1%CE%BD-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%8D%CF%81%CE%B9%CE%BF-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AD%CF%82/
Iphone se2 64 red,,"
										
											450,00 €
										
									",283,https://www.insomnia.gr/classifieds/item/1574722-iphone-se2-64-red/
Ανταλλαγη iphone 6s plus me android,09/05/2020 10:29  μμ,"
										
											170,00 €
										
									",204,https://www.insomnia.gr/classifieds/item/1530540-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7-iphone-6s-plus-me-android/
iPhone XS Max 256GB ανταλλαγη με iPhone 11 Pro Max 256GB,09/05/2020 11:00  μμ,"
										
											300,00 €
										
									",779,https://www.insomnia.gr/classifieds/item/1493642-iphone-xs-max-256gb-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7-%CE%BC%CE%B5-iphone-11-pro-max-256gb/
Iphone 11 pro max,09/05/2020 11:57  μμ,"
										
											Επικοινωνία
										
									",1045,https://www.insomnia.gr/classifieds/item/1549489-iphone-11-pro-max/
11 pro max,,"
										
											10,00 €
										
									",213,https://www.insomnia.gr/classifieds/item/1574789-11-pro-max/
I phone 6,,"
										
											90,00 €
										
									",185,https://www.insomnia.gr/classifieds/item/1570178-i-phone-6/
iPhone 6s plus 16g,,"
										
											160,00 €
										
									",80,https://www.insomnia.gr/classifieds/item/1574348-iphone-6s-plus-16g/
iphone 6s 16GB,09/05/2020 10:37  πμ,"
										
											99,00 €
										
									",261,https://www.insomnia.gr/classifieds/item/1568439-iphone-6s-16gb/
Iphone 11,,"
										
											690,00 €
										
									",213,https://www.insomnia.gr/classifieds/item/1574381-iphone-11/
Iphone 8 plus 64 gb,09/05/2020 12:49  μμ,"
										
											400,00 €
										
									",111,https://www.insomnia.gr/classifieds/item/1574419-iphone-8-plus-64-gb/
iPhone 7 Plus 128GB Matte black,,"
										
											Επικοινωνία
										
									",96,https://www.insomnia.gr/classifieds/item/1574420-iphone-7-plus-128gb-matte-black/
iPhone Lightning Dock - Rose,09/05/2020 01:20  μμ,"
										
											30,00 €
										
									",48,https://www.insomnia.gr/classifieds/item/1574438-iphone-lightning-dock-rose/
iPhone XS MAX,09/05/2020 01:34  μμ,"
										
											550,00 €
										
									",388,https://www.insomnia.gr/classifieds/item/1574442-iphone-xs-max/
iPhone | 7 Plus | 32 GB | Black Matte,,"
										
											250,00 €
										
									",452,https://www.insomnia.gr/classifieds/item/1566084-iphone-7-plus-32-gb-black-matte/
Apple iPhone 6 16GB & SE 64GB,,"
										
											100,00 €
										
									",305,https://www.insomnia.gr/classifieds/item/1570043-apple-iphone-6-16gb-se-64gb/
Iphone xs max 64 gold,09/05/2020 02:42  μμ,"
										
											580,00 €
										
									",157,https://www.insomnia.gr/classifieds/item/1574481-iphone-xs-max-64-gold/
iphone 11 λευκο 64gb,09/05/2020 03:25  μμ,"
										
											630,00 €
										
									",1342,https://www.insomnia.gr/classifieds/item/1569871-iphone-11-%CE%BB%CE%B5%CF%85%CE%BA%CE%BF-64gb/
Iphone 11 PRO MAX 64gb + airpods 2019 + apple watch series 3 42mm,09/05/2020 03:28  μμ,"
										
											1.250,00 €
										
									",791,https://www.insomnia.gr/classifieds/item/1529202-iphone-11-pro-max-64gb-airpods-2019-apple-watch-series-3-42mm/
iPhone X 64gb space gray,,"
										
											480,00 €
										
									",289,https://www.insomnia.gr/classifieds/item/1536440-iphone-x-64gb-space-gray/
iPhone 8 space gray 64gb,,"
										
											250,00 €
										
									",214,https://www.insomnia.gr/classifieds/item/1574541-iphone-8-space-gray-64gb/
Apple iPhone Xs Max 64GB & 256 GB Space grey & GOLD ΣΦΡΑΓΙΣΜΕΝΑ,09/05/2020 04:13  μμ,"
										
											650,00 €
										
									",478,https://www.insomnia.gr/classifieds/item/1574542-apple-iphone-xs-max-64gb-256-gb-space-grey-gold-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%B1/
iPhone XS Gold - 98% - υπόλοιπο εγγύησης,09/05/2020 04:15  μμ,"
										
											530,00 €
										
									",90,https://www.insomnia.gr/classifieds/item/1574544-iphone-xs-gold-98-%CF%85%CF%80%CF%8C%CE%BB%CE%BF%CE%B9%CF%80%CE%BF-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7%CF%82/
iPhone XS Gold - 98% - υπόλοιπο εγγύησης,08/05/2020 07:26  μμ,"
										
											530,00 €
										
									",143,https://www.insomnia.gr/classifieds/item/1574083-iphone-xs-gold-98-%CF%85%CF%80%CF%8C%CE%BB%CE%BF%CE%B9%CF%80%CE%BF-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7%CF%82/
iPhone XS max,08/05/2020 07:39  μμ,"
										
											580,00 €
										
									",127,https://www.insomnia.gr/classifieds/item/1574090-iphone-xs-max/
Iphone x 64gb,,"
										
											450,00 €
										
									",118,https://www.insomnia.gr/classifieds/item/1574125-iphone-x-64gb/
iPhone 11 Pro 64GB black,,"
										
											950,00 €
										
									",161,https://www.insomnia.gr/classifieds/item/1574141-iphone-11-pro-64gb-black/
Iphone xs max 512 gb σφραγισμενο !!!,,"
										
											830,00 €
										
									",111,https://www.insomnia.gr/classifieds/item/1574156-iphone-xs-max-512-gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/
iPhone 8 256gb red product,08/05/2020 09:28  μμ,"
										
											450,00 €
										
									",53,https://www.insomnia.gr/classifieds/item/1574159-iphone-8-256gb-red-product/
Apple iPhone 7 Plus 32GB ROZ GOLD ΥΓΕΙΑ ΜΠΑΤΑΡΙΑΣ 100%,08/05/2020 09:29  μμ,"
										
											295,00 €
										
									",87,https://www.insomnia.gr/classifieds/item/1574161-apple-iphone-7-plus-32gb-roz-gold-%CF%85%CE%B3%CE%B5%CE%B9%CE%B1-%CE%BC%CF%80%CE%B1%CF%84%CE%B1%CF%81%CE%B9%CE%B1%CF%83-100/
IPHONE X 64GB,08/05/2020 09:30  μμ,"
										
											500,00 €
										
									",80,https://www.insomnia.gr/classifieds/item/1574162-iphone-x-64gb/
iphone 6 / 16 GB / iOS 10.3.3 /,08/05/2020 09:31  μμ,"
										
											80,00 €
										
									",418,https://www.insomnia.gr/classifieds/item/1530877-iphone-6-16-gb-ios-1033/
Apple iPhone 7 Plus 32GB BLACK ΥΓΕΙΑ ΜΠΑΤΑΡΙΑΣ 100%,08/05/2020 09:32  μμ,"
										
											295,00 €
										
									",79,https://www.insomnia.gr/classifieds/item/1574163-apple-iphone-7-plus-32gb-black-%CF%85%CE%B3%CE%B5%CE%B9%CE%B1-%CE%BC%CF%80%CE%B1%CF%84%CE%B1%CF%81%CE%B9%CE%B1%CF%83-100/
XS MAX 512GB-APPLE WATCH 2 42mm(ΔΙΑΒΑΣΤΕ ΠΕΡΙΓΡΑΦΗ),08/05/2020 09:34  μμ,"
										
											820.150,00 €
										
									",131,https://www.insomnia.gr/classifieds/item/1574164-xs-max-512gb-apple-watch-2-42mm%CE%B4%CE%B9%CE%B1%CE%B2%CE%B1%CF%83%CF%84%CE%B5-%CF%80%CE%B5%CF%81%CE%B9%CE%B3%CF%81%CE%B1%CF%86%CE%B7/
iPhone 7 70 ευρώ,,"
										
											70,00 €
										
									",489,https://www.insomnia.gr/classifieds/item/1568796-iphone-7-70-%CE%B5%CF%85%CF%81%CF%8E/
Πουλήθηκε,,"
										
											340,00 €
										
									",91,https://www.insomnia.gr/classifieds/item/1574201-%CF%80%CE%BF%CF%85%CE%BB%CE%AE%CE%B8%CE%B7%CE%BA%CE%B5/
Πωλείται iPhone 8,,"
										
											250,00 €
										
									",302,https://www.insomnia.gr/classifieds/item/1574204-%CF%80%CF%89%CE%BB%CE%B5%CE%AF%CF%84%CE%B1%CE%B9-iphone-8/
iphone 11 pro 64gb grey,,"
										
											1,00 €
										
									",132,https://www.insomnia.gr/classifieds/item/1574251-iphone-11-pro-64gb-grey/
giroptic 360 ios ΑΠΟ 249 -> 40€ ΟΠΟΙΟΣ ΠΡΟΛΑΒΕΙ,09/05/2020 01:28  πμ,"
										
											40,00 €
										
									",1554,https://www.insomnia.gr/classifieds/item/1332590-giroptic-360-ios-%CE%B1%CF%80%CE%BF-249-40%E2%82%AC-%CE%BF%CF%80%CE%BF%CE%B9%CE%BF%CF%83-%CF%80%CF%81%CE%BF%CE%BB%CE%B1%CE%B2%CE%B5%CE%B9/
ΙΡΗΟΝΕ Χ 256 GB SPACE GRAY - ΣΑΝ ΚΑΙΝΟΥΡΙΟ!!!,08/05/2020 11:32  πμ,"
										
											750,00 €
										
									",62,https://www.insomnia.gr/classifieds/item/1573751-%CE%B9%CF%81%CE%B7%CE%BF%CE%BD%CE%B5-%CF%87-256-gb-space-gray-%CF%83%CE%B1%CE%BD-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%85%CF%81%CE%B9%CE%BF/
iPhone X,08/05/2020 11:37  πμ,"
										
											580,00 €
										
									",91,https://www.insomnia.gr/classifieds/item/1573754-iphone-x/
iPhone XS Max 256 gb,,"
										
											700,00 €
										
									",115,https://www.insomnia.gr/classifieds/item/1573758-iphone-xs-max-256-gb/
Iphone 7 plus 128gb,,"
										
											279,00 €
										
									",534,https://www.insomnia.gr/classifieds/item/1564218-iphone-7-plus-128gb/
Πωλειται,08/05/2020 12:00  μμ,"
										
											50,00 €
										
									",83,https://www.insomnia.gr/classifieds/item/1573766-%CF%80%CF%89%CE%BB%CE%B5%CE%B9%CF%84%CE%B1%CE%B9/
iPhone 8 Silver 64GB,08/05/2020 12:11  μμ,"
										
											270,00 €
										
									",255,https://www.insomnia.gr/classifieds/item/1573770-iphone-8-silver-64gb/
iPhone 11 pro max 512,08/05/2020 12:14  μμ,"
										
											1.120,00 €
										
									",211,https://www.insomnia.gr/classifieds/item/1573772-iphone-11-pro-max-512/
Apple iPhone X/XS Leather Case Black Σφραγισμένη,,"
										
											30,00 €
										
									",81,https://www.insomnia.gr/classifieds/item/1573792-apple-iphone-xxs-leather-case-black-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%B7/
Apple iPhone SE 2020 (64GB) black,08/05/2020 01:13  μμ,"
										
											450,00 €
										
									",217,https://www.insomnia.gr/classifieds/item/1573819-apple-iphone-se-2020-64gb-black/
iPhone 4s Καινούργιο !!!,08/05/2020 01:23  μμ,"
										
											89,00 €
										
									",236,https://www.insomnia.gr/classifieds/item/1573828-iphone-4s-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%8D%CF%81%CE%B3%CE%B9%CE%BF/
Huawei mate 20 pro 6/128 +watch gt,08/05/2020 03:17  μμ,"
										
											500,00 €
										
									",197,https://www.insomnia.gr/classifieds/item/1553897-huawei-mate-20-pro-6128-watch-gt/
IPhone xs καινουργιο,,"
										
											550,00 €
										
									",212,https://www.insomnia.gr/classifieds/item/1573913-iphone-xs-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%BF/
iPhone XS Max 64GB,08/05/2020 03:48  μμ,"
										
											650,00 €
										
									",94,https://www.insomnia.gr/classifieds/item/1573923-iphone-xs-max-64gb/
APPLE I PHONE 7 32 GB  gold κατάσταση βιτρίνας battery 100%,08/05/2020 04:11  μμ,"
										
											240,00 €
										
									",1497,https://www.insomnia.gr/classifieds/item/1432189-apple-i-phone-7-32-gb-gold-%CE%BA%CE%B1%CF%84%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7-%CE%B2%CE%B9%CF%84%CF%81%CE%AF%CE%BD%CE%B1%CF%82-battery-100/
IPHONE 8 64GB SPACE GREY   350EURO,08/05/2020 04:32  μμ,"
										
											350,00 €
										
									",760,https://www.insomnia.gr/classifieds/item/1484239-iphone-8-64gb-space-grey-350euro/
"Call of Duty:World War 2, Call of Duty: Infinite Warfare Xbox One",,"
										
											50,00 €
										
									",99,https://www.insomnia.gr/classifieds/item/1573971-call-of-dutyworld-war-2-call-of-duty-infinite-warfare-xbox-one/
IPHONE SE - SPACE GREY - 16GB + ΘΗΚΗ + ΤΖΑΜΑΚΙ ΠΡΟΣΤΑΣΙΑΣ + ΦΟΡΤΙΣΤΗ + ΑΚΟΥΣΤΙΚΑ,07/05/2020 08:57  μμ,"
										
											130,00 €
										
									",143,https://www.insomnia.gr/classifieds/item/1573485-iphone-se-space-grey-16gb-%CE%B8%CE%B7%CE%BA%CE%B7-%CF%84%CE%B6%CE%B1%CE%BC%CE%B1%CE%BA%CE%B9-%CF%80%CF%81%CE%BF%CF%83%CF%84%CE%B1%CF%83%CE%B9%CE%B1%CF%83-%CF%86%CE%BF%CF%81%CF%84%CE%B9%CF%83%CF%84%CE%B7-%CE%B1%CE%BA%CE%BF%CF%85%CF%83%CF%84%CE%B9%CE%BA%CE%B1/
Iphone X 256gb,,"
										
											470,00 €
										
									",149,https://www.insomnia.gr/classifieds/item/1573486-iphone-x-256gb/
iPhone 11 Pro Space Grey (37 ημερών),,"
										
											10,00 €
										
									",1334,https://www.insomnia.gr/classifieds/item/1573504-iphone-11-pro-space-grey-37-%CE%B7%CE%BC%CE%B5%CF%81%CF%8E%CE%BD/
iPhone 7 Silver 32GB,07/05/2020 10:20  μμ,"
										
											200,00 €
										
									",138,https://www.insomnia.gr/classifieds/item/1573547-iphone-7-silver-32gb/
I phone X 64 GB,,"
										
											450,00 €
										
									",105,https://www.insomnia.gr/classifieds/item/1573561-i-phone-x-64-gb/
iPhone 8 Rose Gold 64Gb,07/05/2020 10:45  μμ,"
										
											220,00 €
										
									",235,https://www.insomnia.gr/classifieds/item/1573566-iphone-8-rose-gold-64gb/
IPhone X 64GB Space Gray,,"
										
											250,00 €
										
									",563,https://www.insomnia.gr/classifieds/item/1573601-iphone-x-64gb-space-gray/
iPhone 11 pro max σπασμένη οθονη,,"
										
											650,00 €
										
									",240,https://www.insomnia.gr/classifieds/item/1573604-iphone-11-pro-max-%CF%83%CF%80%CE%B1%CF%83%CE%BC%CE%AD%CE%BD%CE%B7-%CE%BF%CE%B8%CE%BF%CE%BD%CE%B7/
Apple iPhone XS (256GB),,"
										
											500,00 €
										
									",244,https://www.insomnia.gr/classifieds/item/1573619-apple-iphone-xs-256gb/
iPhone X Space Gray 256Gb,,"
										
											500,00 €
										
									",260,https://www.insomnia.gr/classifieds/item/1566668-iphone-x-space-gray-256gb/
iPhone XS Max 512gb,08/05/2020 02:19  πμ,"
										
											730,00 €
										
									",52,https://www.insomnia.gr/classifieds/item/1573640-iphone-xs-max-512gb/
iPhone XS Max 512gb,08/05/2020 02:22  πμ,"
										
											730,00 €
										
									",124,https://www.insomnia.gr/classifieds/item/1573641-iphone-xs-max-512gb/
iPhone 6 16GB,08/05/2020 02:33  πμ,"
										
											110,00 €
										
									",133,https://www.insomnia.gr/classifieds/item/1526058-iphone-6-16gb/
iPhone 4S 8GB σφραγισμένο!,,"
										
											75,00 €
										
									",214,https://www.insomnia.gr/classifieds/item/1565345-iphone-4s-8gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%BF/
ΚΟΥΤΙ 5S Άριστο-Καινούριο,08/05/2020 07:42  πμ,"
										
											20,00 €
										
									",242,https://www.insomnia.gr/classifieds/item/1521004-%CE%BA%CE%BF%CF%85%CF%84%CE%B9-5s-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%8D%CF%81%CE%B9%CE%BF/
iPhone SE 32 GB,08/05/2020 07:42  πμ,"
										
											130,00 €
										
									",1152,https://www.insomnia.gr/classifieds/item/1520966-iphone-se-32-gb/
Πωλείται iPhone 8,,"
										
											250,00 €
										
									",307,https://www.insomnia.gr/classifieds/item/1573231-%CF%80%CF%89%CE%BB%CE%B5%CE%AF%CF%84%CE%B1%CE%B9-iphone-8/
iPhone XS Max 64GB Silver iOS 13.3,07/05/2020 03:51  μμ,"
										
											650,00 €
										
									",416,https://www.insomnia.gr/classifieds/item/1543630-iphone-xs-max-64gb-silver-ios-133/
Galaxy note 10 ανταλλαγη με xs/max,,"
										
											1,00 €
										
									",87,https://www.insomnia.gr/classifieds/item/1573250-galaxy-note-10-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7-%CE%BC%CE%B5-xsmax/
iPhone 7 Plus Battery,07/05/2020 03:56  μμ,"
										
											15,00 €
										
									",218,https://www.insomnia.gr/classifieds/item/1568695-iphone-7-plus-battery/
άριστος,,"
										
											10,00 €
										
									",199,https://www.insomnia.gr/classifieds/item/1573258-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF%CF%82/
-------------,,"
										
											Επικοινωνία
										
									",179,https://www.insomnia.gr/classifieds/item/1573275--/
iphone 6s rose gold,07/05/2020 04:56  μμ,"
										
											170,00 €
										
									",52,https://www.insomnia.gr/classifieds/item/1573304-iphone-6s-rose-gold/
iphone 5s silver,07/05/2020 04:59  μμ,"
										
											100,00 €
										
									",42,https://www.insomnia.gr/classifieds/item/1573306-iphone-5s-silver/
tipota,07/05/2020 05:01  μμ,"
										
											1,00 €
										
									",116,https://www.insomnia.gr/classifieds/item/1573309-tipota/
iPhone X silver,07/05/2020 05:07  μμ,"
										
											430,00 €
										
									",288,https://www.insomnia.gr/classifieds/item/1573316-iphone-x-silver/
iPhone XR 64GB Black,,"
										
											470,00 €
										
									",255,https://www.insomnia.gr/classifieds/item/1568965-iphone-xr-64gb-black/
Iphone se 16gb rose gold,,"
										
											95,00 €
										
									",455,https://www.insomnia.gr/classifieds/item/1478568-iphone-se-16gb-rose-gold/
iPhone 6s rose gold 32gb ΑΡΙΣΤΟ,,"
										
											200,00 €
										
									",65,https://www.insomnia.gr/classifieds/item/1573334-iphone-6s-rose-gold-32gb-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%BF/
iphone 8 64gb space gray,07/05/2020 05:56  μμ,"
										
											340,00 €
										
									",42,https://www.insomnia.gr/classifieds/item/1573346-iphone-8-64gb-space-gray/
iPhone X 64 black,,"
										
											380,00 €
										
									",173,https://www.insomnia.gr/classifieds/item/1573352-iphone-x-64-black/
iPhone 7 32GB “SUPER”,07/05/2020 06:19  μμ,"
										
											210,00 €
										
									",139,https://www.insomnia.gr/classifieds/item/1573364-iphone-7-32gb-%E2%80%9Csuper%E2%80%9D/
Super προσφορά i phone 7 128 GB Rose Gold,,"
										
											190,00 €
										
									",152,https://www.insomnia.gr/classifieds/item/1572921-super-%CF%80%CF%81%CE%BF%CF%83%CF%86%CE%BF%CF%81%CE%AC-i-phone-7-128-gb-rose-gold/
iPhone 7 plus Red 128Gb,,"
										
											250,00 €
										
									",301,https://www.insomnia.gr/classifieds/item/1572922-iphone-7-plus-red-128gb/
iPhone XR,,"
										
											450,00 €
										
									",229,https://www.insomnia.gr/classifieds/item/1572943-iphone-xr/
Iphone 11 pro green dual sim 64,,"
										
											870,00 €
										
									",395,https://www.insomnia.gr/classifieds/item/1572948-iphone-11-pro-green-dual-sim-64/
πουληθηκε,,"
										
											12,00 €
										
									",124,https://www.insomnia.gr/classifieds/item/1572955-%CF%80%CE%BF%CF%85%CE%BB%CE%B7%CE%B8%CE%B7%CE%BA%CE%B5/
iPhone X,07/05/2020 08:36  πμ,"
										
											350,00 €
										
									",250,https://www.insomnia.gr/classifieds/item/1573000-iphone-x/
iPhone 11 Pro 64GB,,"
										
											950,00 €
										
									",86,https://www.insomnia.gr/classifieds/item/1573030-iphone-11-pro-64gb/
Iphone Χ 64gb,07/05/2020 10:19  πμ,"
										
											550,00 €
										
									",668,https://www.insomnia.gr/classifieds/item/1478684-iphone-%CF%87-64gb/
Oneplus 5 για iphone 7 Θεσσαλονίκη-Δράμα,07/05/2020 10:29  πμ,"
										
											0,01 €
										
									",266,https://www.insomnia.gr/classifieds/item/1544413-oneplus-5-%CE%B3%CE%B9%CE%B1-iphone-7-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7-%CE%B4%CF%81%CE%AC%CE%BC%CE%B1/
IPHONE 11 256 WHITE 20 ημερων!!!,07/05/2020 10:32  πμ,"
										
											800,00 €
										
									",297,https://www.insomnia.gr/classifieds/item/1547915-iphone-11-256-white-20-%CE%B7%CE%BC%CE%B5%CF%81%CF%89%CE%BD/
iphone xs max 256gb gold ανταλλαγη,07/05/2020 11:36  πμ,"
										
											1,00 €
										
									",427,https://www.insomnia.gr/classifieds/item/1470834-iphone-xs-max-256gb-gold-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/
iPhone XS Gold - 98% - υπόλοιπο εγγύησης,07/05/2020 12:10  μμ,"
										
											530,00 €
										
									",92,https://www.insomnia.gr/classifieds/item/1573087-iphone-xs-gold-98-%CF%85%CF%80%CF%8C%CE%BB%CE%BF%CE%B9%CF%80%CE%BF-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7%CF%82/
Iphone 5s black Ελληνικο αριστο,07/05/2020 12:37  μμ,"
										
											70,00 €
										
									",817,https://www.insomnia.gr/classifieds/item/1462110-iphone-5s-black-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CE%BF-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%BF/
iPhone 8 Plus • 64gb • rose gold,,"
										
											380,00 €
										
									",53,https://www.insomnia.gr/classifieds/item/1573114-iphone-8-plus-%E2%80%A2-64gb-%E2%80%A2-rose-gold/
Iphone 6s white-gold 16GB,,"
										
											100,00 €
										
									",273,https://www.insomnia.gr/classifieds/item/1568512-iphone-6s-white-gold-16gb/
11 pro max 64 gold ελληνικό με απόδειξη δύο μηνών με δυο  χρόνια εγγυηση,,"
										
											965,00 €
										
									",285,https://www.insomnia.gr/classifieds/item/1573137-11-pro-max-64-gold-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CF%8C-%CE%BC%CE%B5-%CE%B1%CF%80%CF%8C%CE%B4%CE%B5%CE%B9%CE%BE%CE%B7-%CE%B4%CF%8D%CE%BF-%CE%BC%CE%B7%CE%BD%CF%8E%CE%BD-%CE%BC%CE%B5-%CE%B4%CF%85%CE%BF-%CF%87%CF%81%CF%8C%CE%BD%CE%B9%CE%B1-%CE%B5%CE%B3%CE%B3%CF%85%CE%B7%CF%83%CE%B7/
IPHONE 7 ROSE GOLD 128MB,,"
										
											130,00 €
										
									",171,https://www.insomnia.gr/classifieds/item/1572484-iphone-7-rose-gold-128mb/
iPhone XR 256GB (blue) σφραγισμένο-aπόδειξη,,"
										
											720,00 €
										
									",84,https://www.insomnia.gr/classifieds/item/1572498-iphone-xr-256gb-blue-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%BF-a%CF%80%CF%8C%CE%B4%CE%B5%CE%B9%CE%BE%CE%B7/
iphone 6s - iphone 5c ΝΑ ΦΥΓΟΥΥΥΥΥΝ,06/05/2020 01:45  μμ,"
										
											60,00 €
										
									",307,https://www.insomnia.gr/classifieds/item/1572525-iphone-6s-iphone-5c-%CE%BD%CE%B1-%CF%86%CF%85%CE%B3%CE%BF%CF%85%CF%85%CF%85%CF%85%CF%85%CE%BD/
IPHONE XS 64 GB SPACE GREY,,"
										
											460,00 €
										
									",287,https://www.insomnia.gr/classifieds/item/1568251-iphone-xs-64-gb-space-grey/
iphone xr 98% μπαταρια,,"
										
											420,00 €
										
									",161,https://www.insomnia.gr/classifieds/item/1572536-iphone-xr-98-%CE%BC%CF%80%CE%B1%CF%84%CE%B1%CF%81%CE%B9%CE%B1/
iPhone 11 pro max case razer,06/05/2020 02:17  μμ,"
										
											12,00 €
										
									",89,https://www.insomnia.gr/classifieds/item/1572540-iphone-11-pro-max-case-razer/
