name,date,price,views,link
iPhone pro max 64GB midnight green σφραγισμένο,16/05/2020 12:18  μμ,"
										
											1.070,00 €
										
									",109,https://www.insomnia.gr/classifieds/item/1578610-iphone-pro-max-64gb-midnight-green-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%BF/
iPhone 6s 64 black,16/05/2020 12:37  μμ,"
										
											60,00 €
										
									",259,https://www.insomnia.gr/classifieds/item/1578623-iphone-6s-64-black/
iphone 6s 16GB (Space Gray),16/05/2020 12:47  μμ,"
										
											150,00 €
										
									",41,https://www.insomnia.gr/classifieds/item/1578633-iphone-6s-16gb-space-gray/
IPhone 6S,,"
										
											1,00 €
										
									",68,https://www.insomnia.gr/classifieds/item/1578281-iphone-6s/
iPhone 8 space grey λαρισα ΒΙΤΡΙΝΑΣ,15/05/2020 07:46  μμ,"
										
											360,00 €
										
									",241,https://www.insomnia.gr/classifieds/item/1568755-iphone-8-space-grey-%CE%BB%CE%B1%CF%81%CE%B9%CF%83%CE%B1-%CE%B2%CE%B9%CF%84%CF%81%CE%B9%CE%BD%CE%B1%CF%83/
Apple IPhone SE 64GB,15/05/2020 08:03  μμ,"
										
											140,00 €
										
									",255,https://www.insomnia.gr/classifieds/item/1565850-apple-iphone-se-64gb/
iPhone se grey 32gb + OnePlus 7 pro,15/05/2020 08:03  μμ,"
										
											130,00 €
										
									",100,https://www.insomnia.gr/classifieds/item/1578292-iphone-se-grey-32gb-oneplus-7-pro/
IPHONE XS MAS GOLD 64GB,15/05/2020 08:28  μμ,"
										
											550,00 €
										
									",155,https://www.insomnia.gr/classifieds/item/1578306-iphone-xs-mas-gold-64gb/
Apple iPhone XR (128GB) Black,,"
										
											550,00 €
										
									",87,https://www.insomnia.gr/classifieds/item/1578311-apple-iphone-xr-128gb-black/
6s plus 32 gb για ανταλλακτικά,15/05/2020 08:48  μμ,"
										
											120,00 €
										
									",82,https://www.insomnia.gr/classifieds/item/1578320-6s-plus-32-gb-%CE%B3%CE%B9%CE%B1-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%BA%CF%84%CE%B9%CE%BA%CE%AC/
iPhone 7 Plus 32gb black matte,15/05/2020 09:27  μμ,"
										
											340,00 €
										
									",38,https://www.insomnia.gr/classifieds/item/1578336-iphone-7-plus-32gb-black-matte/
iPhone pro max 256,15/05/2020 09:36  μμ,"
										
											1.150,00 €
										
									",326,https://www.insomnia.gr/classifieds/item/1573453-iphone-pro-max-256/
iPhone Xs Max,15/05/2020 09:50  μμ,"
										
											670,00 €
										
									",139,https://www.insomnia.gr/classifieds/item/1578357-iphone-xs-max/
IPhone 6s,15/05/2020 09:58  μμ,"
										
											140,00 €
										
									",84,https://www.insomnia.gr/classifieds/item/1578361-iphone-6s/
iPhone 11 PRO MAX 512 SPACE GREY ΑΨΟΓΟ!!!!! ΧΑΝΙΑ,15/05/2020 10:49  μμ,"
										
											1.100,00 €
										
									",119,https://www.insomnia.gr/classifieds/item/1578390-iphone-11-pro-max-512-space-grey-%CE%B1%CF%88%CE%BF%CE%B3%CE%BF-%CF%87%CE%B1%CE%BD%CE%B9%CE%B1/
Iphone 11 white 64 - Αθήνα,,"
										
											600,00 €
										
									",263,https://www.insomnia.gr/classifieds/item/1578402-iphone-11-white-64-%CE%B1%CE%B8%CE%AE%CE%BD%CE%B1/
Iphone 7 Plus 32GB SILVER,15/05/2020 11:11  μμ,"
										
											280,00 €
										
									",356,https://www.insomnia.gr/classifieds/item/1554701-iphone-7-plus-32gb-silver/
iPhone  7 PLUS 32GB BLACK,16/05/2020 12:13  πμ,"
										
											230,00 €
										
									",186,https://www.insomnia.gr/classifieds/item/1578427-iphone-7-plus-32gb-black/
iPhone 11 Pro Max 64gb,,"
										
											1.060,00 €
										
									",178,https://www.insomnia.gr/classifieds/item/1578428-iphone-11-pro-max-64gb/
iPhone XS 64gb,15/05/2020 12:06  μμ,"
										
											530,00 €
										
									",175,https://www.insomnia.gr/classifieds/item/1577969-iphone-xs-64gb/
i phone Xs Space Grey 64GB,15/05/2020 12:10  μμ,"
										
											450,00 €
										
									",775,https://www.insomnia.gr/classifieds/item/1568787-i-phone-xs-space-grey-64gb/
Zodiac Super SeaWolf 53 καινουργιο.Προς πωληση η ανταλλαγη.,15/05/2020 02:00  μμ,"
										
											700,00 €
										
									",115,https://www.insomnia.gr/classifieds/item/1565431-zodiac-super-seawolf-53-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%BF%CF%80%CF%81%CE%BF%CF%82-%CF%80%CF%89%CE%BB%CE%B7%CF%83%CE%B7-%CE%B7-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/
iPhone 6s χρυσό σε πολύ καλή κατάσταση.,15/05/2020 02:02  μμ,"
										
											140,00 €
										
									",57,https://www.insomnia.gr/classifieds/item/1578048-iphone-6s-%CF%87%CF%81%CF%85%CF%83%CF%8C-%CF%83%CE%B5-%CF%80%CE%BF%CE%BB%CF%8D-%CE%BA%CE%B1%CE%BB%CE%AE-%CE%BA%CE%B1%CF%84%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7/
8 Θηκες Iphone X/Xs αριστες και επωνυμες.Οποιος προλαβει!!,15/05/2020 02:08  μμ,"
										
											20,00 €
										
									",50,https://www.insomnia.gr/classifieds/item/1578055-8-%CE%B8%CE%B7%CE%BA%CE%B5%CF%82-iphone-xxs-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%B5%CF%82-%CE%BA%CE%B1%CE%B9-%CE%B5%CF%80%CF%89%CE%BD%CF%85%CE%BC%CE%B5%CF%82%CE%BF%CF%80%CE%BF%CE%B9%CE%BF%CF%82-%CF%80%CF%81%CE%BF%CE%BB%CE%B1%CE%B2%CE%B5%CE%B9/
iPhone 6s 64GB Gold,15/05/2020 03:11  μμ,"
										
											100,00 €
										
									",139,https://www.insomnia.gr/classifieds/item/1578091-iphone-6s-64gb-gold/
iphone 6s 32gb space grey,,"
										
											160,00 €
										
									",93,https://www.insomnia.gr/classifieds/item/1578106-iphone-6s-32gb-space-grey/
iPhone XS Max 64 gb,15/05/2020 03:46  μμ,"
										
											520,00 €
										
									",241,https://www.insomnia.gr/classifieds/item/1578115-iphone-xs-max-64-gb/
IPhone 6s 32gb rose gold ολοκαίνουργιο,15/05/2020 03:51  μμ,"
										
											200,00 €
										
									",111,https://www.insomnia.gr/classifieds/item/1578121-iphone-6s-32gb-rose-gold-%CE%BF%CE%BB%CE%BF%CE%BA%CE%B1%CE%AF%CE%BD%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%BF/
**********,,"
										
											Επικοινωνία
										
									",172,https://www.insomnia.gr/classifieds/item/1578139--/
iPhone XS Max 64gb gold,,"
										
											580,00 €
										
									",128,https://www.insomnia.gr/classifieds/item/1578145-iphone-xs-max-64gb-gold/
Iphone se 2020 64gb 10 ημερων,15/05/2020 04:57  μμ,"
										
											430,00 €
										
									",165,https://www.insomnia.gr/classifieds/item/1578159-iphone-se-2020-64gb-10-%CE%B7%CE%BC%CE%B5%CF%81%CF%89%CE%BD/
iPhone SE 16GB ΑΨΟΓΟ ΜΕ ΕΞΤΡΑ!,15/05/2020 05:02  μμ,"
										
											90,00 €
										
									",217,https://www.insomnia.gr/classifieds/item/1578165-iphone-se-16gb-%CE%B1%CF%88%CE%BF%CE%B3%CE%BF-%CE%BC%CE%B5-%CE%B5%CE%BE%CF%84%CF%81%CE%B1/
iPhone Xr ( Tmobile locked),15/05/2020 05:05  μμ,"
										
											280,00 €
										
									",528,https://www.insomnia.gr/classifieds/item/1533524-iphone-xr-tmobile-locked/
iPhone 11 64Gb,,"
										
											650,00 €
										
									",172,https://www.insomnia.gr/classifieds/item/1578196-iphone-11-64gb/
iPhone XS Max 64gb με εγγύηση,15/05/2020 06:31  μμ,"
										
											565,00 €
										
									",156,https://www.insomnia.gr/classifieds/item/1578223-iphone-xs-max-64gb-%CE%BC%CE%B5-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7/
Iphone 6s,14/05/2020 08:22  μμ,"
										
											40,00 €
										
									",1640,https://www.insomnia.gr/classifieds/item/1544891-iphone-6s/
iPhone 7 32GB ΑΡΙΣΤΟ!,14/05/2020 08:42  μμ,"
										
											220,00 €
										
									",442,https://www.insomnia.gr/classifieds/item/1539767-iphone-7-32gb-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%BF/
iPhone XS Max 64g Gold,,"
										
											600,00 €
										
									",192,https://www.insomnia.gr/classifieds/item/1577720-iphone-xs-max-64g-gold/
i-Phone 11 Pro 64GB,,"
										
											900,00 €
										
									",175,https://www.insomnia.gr/classifieds/item/1577730-i-phone-11-pro-64gb/
iPhone 7 128 gb,14/05/2020 09:19  μμ,"
										
											220,00 €
										
									",69,https://www.insomnia.gr/classifieds/item/1577731-iphone-7-128-gb/
Iphone xs 64 gold,,"
										
											0,01 €
										
									",249,https://www.insomnia.gr/classifieds/item/1577744-iphone-xs-64-gold/
iPhone 11 pro max silver 64 gb,,"
										
											880,00 €
										
									",1027,https://www.insomnia.gr/classifieds/item/1568225-iphone-11-pro-max-silver-64-gb/
Iphone 5 Se 16 gb,,"
										
											110,00 €
										
									",282,https://www.insomnia.gr/classifieds/item/1558795-iphone-5-se-16-gb/
iPhone 8 Plus 256gb ΤΙΜΗ ΣΥΖΗΤΙΣΙΜΗ ΚΑΙ ΑΝΤΑΛΛΑΓΗ,14/05/2020 11:18  μμ,"
										
											450,00 €
										
									",86,https://www.insomnia.gr/classifieds/item/1577777-iphone-8-plus-256gb-%CF%84%CE%B9%CE%BC%CE%B7-%CF%83%CF%85%CE%B6%CE%B7%CF%84%CE%B9%CF%83%CE%B9%CE%BC%CE%B7-%CE%BA%CE%B1%CE%B9-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/
iPhone Xs Max 64 Gb,,"
										
											550,00 €
										
									",171,https://www.insomnia.gr/classifieds/item/1577783-iphone-xs-max-64-gb/
Iphone 7 32Gb Gold,14/05/2020 11:39  μμ,"
										
											200,00 €
										
									",453,https://www.insomnia.gr/classifieds/item/1541690-iphone-7-32gb-gold/
Πωλειται Iphone 7 Plus μιας ημερας!!!Και Ανταλλαγη!! !,15/05/2020 12:31  πμ,"
										
											400,00 €
										
									",162,https://www.insomnia.gr/classifieds/item/1577812-%CF%80%CF%89%CE%BB%CE%B5%CE%B9%CF%84%CE%B1%CE%B9-iphone-7-plus-%CE%BC%CE%B9%CE%B1%CF%82-%CE%B7%CE%BC%CE%B5%CF%81%CE%B1%CF%82%CE%BA%CE%B1%CE%B9-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/
iPhone 11 Pro Max Midnight Green 256gb,15/05/2020 12:40  πμ,"
										
											1.100,00 €
										
									",306,https://www.insomnia.gr/classifieds/item/1572683-iphone-11-pro-max-midnight-green-256gb/
iPhone 5s 32 gb & iwatch πακέτο στα 120!,15/05/2020 01:08  πμ,"
										
											75,00 €
										
									",989,https://www.insomnia.gr/classifieds/item/1508489-iphone-5s-32-gb-iwatch-%CF%80%CE%B1%CE%BA%CE%AD%CF%84%CE%BF-%CF%83%CF%84%CE%B1-120/
Ανταλλαγή iPhone XS 256GB με iPhone XS Max,15/05/2020 01:23  πμ,"
										
											1,00 €
										
									",165,https://www.insomnia.gr/classifieds/item/1577832-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE-iphone-xs-256gb-%CE%BC%CE%B5-iphone-xs-max/
---------------------------------------------------------,,"
										
											Επικοινωνία
										
									",216,https://www.insomnia.gr/classifieds/item/1577864--/
IPhone 11 Pro 64GB midnight Green ΓΕΡΜΑΝΟΣ,,"
										
											780,00 €
										
									",292,https://www.insomnia.gr/classifieds/item/1577479-iphone-11-pro-64gb-midnight-green-%CE%B3%CE%B5%CF%81%CE%BC%CE%B1%CE%BD%CE%BF%CF%83/
iPhone XS space grey 64gb,14/05/2020 02:50  μμ,"
										
											530,00 €
										
									",315,https://www.insomnia.gr/classifieds/item/1572741-iphone-xs-space-grey-64gb/
Iphone xs max 64gb gold,,"
										
											690,00 €
										
									",88,https://www.insomnia.gr/classifieds/item/1577492-iphone-xs-max-64gb-gold/
IPhone 8,14/05/2020 03:04  μμ,"
										
											380,00 €
										
									",423,https://www.insomnia.gr/classifieds/item/1559268-iphone-8/
iPhone 5s 16gb,14/05/2020 03:13  μμ,"
										
											80,00 €
										
									",35,https://www.insomnia.gr/classifieds/item/1577506-iphone-5s-16gb/
Iphone 6,,"
										
											70,00 €
										
									",183,https://www.insomnia.gr/classifieds/item/1569004-iphone-6/
iPhone 7 32GB,14/05/2020 03:39  μμ,"
										
											160,00 €
										
									",651,https://www.insomnia.gr/classifieds/item/1537017-iphone-7-32gb/
iPhone 6s 16gb,14/05/2020 04:05  μμ,"
										
											90,00 €
										
									",209,https://www.insomnia.gr/classifieds/item/1577546-iphone-6s-16gb/
iPhone 6s,14/05/2020 04:38  μμ,"
										
											140,00 €
										
									",682,https://www.insomnia.gr/classifieds/item/1508624-iphone-6s/
IPHONE 11 WHITE 128GB,,"
										
											580,00 €
										
									",271,https://www.insomnia.gr/classifieds/item/1577590-iphone-11-white-128gb/
iPhone XS Max 256gb,14/05/2020 05:27  μμ,"
										
											630,00 €
										
									",413,https://www.insomnia.gr/classifieds/item/1568781-iphone-xs-max-256gb/
iPhone 11 Pro max 64/ iPhone SE 64/128 ΣΦΡΑΓΙΣΜΕΝΑ,14/05/2020 05:34  μμ,"
										
											469,00 €
										
									",454,https://www.insomnia.gr/classifieds/item/1577600-iphone-11-pro-max-64-iphone-se-64128-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%B1/
iphone 8plus 256gb,,"
										
											350,00 €
										
									",150,https://www.insomnia.gr/classifieds/item/1577607-iphone-8plus-256gb/
Huawei mate 20x 5g 8/256  ανταλλαγη,14/05/2020 06:00  μμ,"
										
											1,00 €
										
									",45,https://www.insomnia.gr/classifieds/item/1577615-huawei-mate-20x-5g-8256-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/
iphone 7 plus jet black 128,,"
										
											280,00 €
										
									",74,https://www.insomnia.gr/classifieds/item/1577635-iphone-7-plus-jet-black-128/
iPhone SE 32gb Space Grey,14/05/2020 06:41  μμ,"
										
											120,00 €
										
									",73,https://www.insomnia.gr/classifieds/item/1577642-iphone-se-32gb-space-grey/
"11 promax black 256 1,5 μηνα COSMOTE και ΑΝΤΑΛΛΑΓΗ",,"
										
											1.080,00 €
										
									",251,https://www.insomnia.gr/classifieds/item/1577266-11-promax-black-256-15-%CE%BC%CE%B7%CE%BD%CE%B1-cosmote-%CE%BA%CE%B1%CE%B9-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/
Πωλείται iPhone 8 64 GB Rose Gold,14/05/2020 08:14  πμ,"
										
											250,00 €
										
									",173,https://www.insomnia.gr/classifieds/item/1577281-%CF%80%CF%89%CE%BB%CE%B5%CE%AF%CF%84%CE%B1%CE%B9-iphone-8-64-gb-rose-gold/
Apple iPhone 6S Rose Gold 64GB + Θήκη (Άριστη Κατάσταση),14/05/2020 08:50  πμ,"
										
											200,00 €
										
									",81,https://www.insomnia.gr/classifieds/item/1577287-apple-iphone-6s-rose-gold-64gb-%CE%B8%CE%AE%CE%BA%CE%B7-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%B7-%CE%BA%CE%B1%CF%84%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7/
iPhone 8 64 gb,14/05/2020 09:08  πμ,"
										
											120,00 €
										
									",289,https://www.insomnia.gr/classifieds/item/1577291-iphone-8-64-gb/
iPhone 7 32 gb,14/05/2020 09:12  πμ,"
										
											170,00 €
										
									",157,https://www.insomnia.gr/classifieds/item/1577293-iphone-7-32-gb/
Iphone x 256gb ΑΡΙΣΤΟ-ΑΓΡΑΤΖΟΥΝΙΣΤΟ ΜΕ ΚΟΥΤΙ ΚΑΙ ΑΠΌΔΕΙΞΗ,14/05/2020 09:14  πμ,"
										
											490,00 €
										
									",133,https://www.insomnia.gr/classifieds/item/1577294-iphone-x-256gb-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%BF-%CE%B1%CE%B3%CF%81%CE%B1%CF%84%CE%B6%CE%BF%CF%85%CE%BD%CE%B9%CF%83%CF%84%CE%BF-%CE%BC%CE%B5-%CE%BA%CE%BF%CF%85%CF%84%CE%B9-%CE%BA%CE%B1%CE%B9-%CE%B1%CF%80%CF%8C%CE%B4%CE%B5%CE%B9%CE%BE%CE%B7/
Apple iPhone SE 16GB black / Θεσσαλονίκη,14/05/2020 09:47  πμ,"
										
											100,00 €
										
									",82,https://www.insomnia.gr/classifieds/item/1577312-apple-iphone-se-16gb-black-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7/
Apple iPhone 6s 16gb Θεσσαλονικη,14/05/2020 09:55  πμ,"
										
											80,00 €
										
									",893,https://www.insomnia.gr/classifieds/item/1541888-apple-iphone-6s-16gb-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%B9%CE%BA%CE%B7/
iPhone XS Gold - 98% - υπόλοιπο εγγύησης,14/05/2020 11:20  πμ,"
										
											480,00 €
										
									",234,https://www.insomnia.gr/classifieds/item/1577355-iphone-xs-gold-98-%CF%85%CF%80%CF%8C%CE%BB%CE%BF%CE%B9%CF%80%CE%BF-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7%CF%82/
iPhone 7 128 gb,14/05/2020 11:27  πμ,"
										
											220,00 €
										
									",749,https://www.insomnia.gr/classifieds/item/1519901-iphone-7-128-gb/
iPhone 6s 64GB,14/05/2020 12:10  μμ,"
										
											160,00 €
										
									",53,https://www.insomnia.gr/classifieds/item/1577379-iphone-6s-64gb/
iPhone 8 64gb ΑΨΟΓΟ,14/05/2020 12:11  μμ,"
										
											300,00 €
										
									",105,https://www.insomnia.gr/classifieds/item/1577380-iphone-8-64gb-%CE%B1%CF%88%CE%BF%CE%B3%CE%BF/
IPHONE X 97/100 MΠΑΤΑΡΙΑ,14/05/2020 12:14  μμ,"
										
											500,00 €
										
									",72,https://www.insomnia.gr/classifieds/item/1577382-iphone-x-97100-m%CF%80%CE%B1%CF%84%CE%B1%CF%81%CE%B9%CE%B1/
ΑΝΤΑΛΛΑΚΤΙΚΑ IPHONE(ΝΑ ΦΕΥΓΟΥΝ),14/05/2020 12:19  μμ,"
										
											40,00 €
										
									",542,https://www.insomnia.gr/classifieds/item/1561418-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%BA%CF%84%CE%B9%CE%BA%CE%B1-iphone%CE%BD%CE%B1-%CF%86%CE%B5%CF%85%CE%B3%CE%BF%CF%85%CE%BD/
iPhone Xr 128gb 7μήνες εγγύηση Θεσσαλονίκη,14/05/2020 12:31  μμ,"
										
											500,00 €
										
									",82,https://www.insomnia.gr/classifieds/item/1577396-iphone-xr-128gb-7%CE%BC%CE%AE%CE%BD%CE%B5%CF%82-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7/
iPhone XS 512gb space gray,14/05/2020 12:40  μμ,"
										
											550,00 €
										
									",93,https://www.insomnia.gr/classifieds/item/1577404-iphone-xs-512gb-space-gray/
ΤΕΛΟΣ,,"
										
											Επικοινωνία
										
									",177,https://www.insomnia.gr/classifieds/item/1577030-%CF%84%CE%B5%CE%BB%CE%BF%CF%83/
iPhone XS Άριστο!! Ελληνικό!!-Δώρο μαύρη γνήσια θήκη σιλικόνης Apple και 2 ακόμη θήκες!!,13/05/2020 06:36  μμ,"
										
											530,00 €
										
									",2366,https://www.insomnia.gr/classifieds/item/1510309-iphone-xs-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF-%CE%B5%CE%BB%CE%BB%CE%B7%CE%BD%CE%B9%CE%BA%CF%8C-%CE%B4%CF%8E%CF%81%CE%BF-%CE%BC%CE%B1%CF%8D%CF%81%CE%B7-%CE%B3%CE%BD%CE%AE%CF%83%CE%B9%CE%B1-%CE%B8%CE%AE%CE%BA%CE%B7-%CF%83%CE%B9%CE%BB%CE%B9%CE%BA%CF%8C%CE%BD%CE%B7%CF%82-apple-%CE%BA%CE%B1%CE%B9-2-%CE%B1%CE%BA%CF%8C%CE%BC%CE%B7-%CE%B8%CE%AE%CE%BA%CE%B5%CF%82/
"Iphone 4S, 5, 5S (16Gb) 7 (128 mb)",13/05/2020 06:39  μμ,"
										
											Επικοινωνία
										
									",99,https://www.insomnia.gr/classifieds/item/1577032-iphone-4s-5-5s-16gb-7-128-mb/
iPhone XS Max 64GB Gold,13/05/2020 06:56  μμ,"
										
											600,00 €
										
									",93,https://www.insomnia.gr/classifieds/item/1577042-iphone-xs-max-64gb-gold/
iPhone 7Plus 32GB,13/05/2020 06:56  μμ,"
										
											149,00 €
										
									",205,https://www.insomnia.gr/classifieds/item/1577043-iphone-7plus-32gb/
iphone 7 128gb-ΕΥΚΑΙΡΙΑ!!!,13/05/2020 07:00  μμ,"
										
											190,00 €
										
									",131,https://www.insomnia.gr/classifieds/item/1577048-iphone-7-128gb-%CE%B5%CF%85%CE%BA%CE%B1%CE%B9%CF%81%CE%B9%CE%B1/
iPhone 11 Max Pro 512GB ΣΦΡΑΓΙΣΜΕΝΟ,,"
										
											1.400,00 €
										
									",99,https://www.insomnia.gr/classifieds/item/1577062-iphone-11-max-pro-512gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/
iPhone XS Max 64Gb μαυρο,13/05/2020 07:21  μμ,"
										
											630,00 €
										
									",167,https://www.insomnia.gr/classifieds/item/1563100-iphone-xs-max-64gb-%CE%BC%CE%B1%CF%85%CF%81%CE%BF/
Σφραγισμενο iphone 11 128 gb μαυρο,13/05/2020 07:22  μμ,"
										
											780,00 €
										
									",134,https://www.insomnia.gr/classifieds/item/1577065-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF-iphone-11-128-gb-%CE%BC%CE%B1%CF%85%CF%81%CE%BF/
Iphone 7 plus 32 giga black αριστο,,"
										
											270,00 €
										
									",90,https://www.insomnia.gr/classifieds/item/1577078-iphone-7-plus-32-giga-black-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%BF/
iPhone 8 red,13/05/2020 08:29  μμ,"
										
											290,00 €
										
									",269,https://www.insomnia.gr/classifieds/item/1570615-iphone-8-red/
Ανταλλακτικά iPhone 7: κέλυφος & κάμερα,13/05/2020 09:10  μμ,"
										
											20,00 €
										
									",64,https://www.insomnia.gr/classifieds/item/1577120-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%BA%CF%84%CE%B9%CE%BA%CE%AC-iphone-7-%CE%BA%CE%AD%CE%BB%CF%85%CF%86%CE%BF%CF%82-%CE%BA%CE%AC%CE%BC%CE%B5%CF%81%CE%B1/
IPHONE 8 256GB ΣΕ ΚΑΤΑΣΤΑΣΗ ΣΑΝ ΚΑΙΝΟΥΡΓΙΟ,13/05/2020 09:44  μμ,"
										
											340,00 €
										
									",700,https://www.insomnia.gr/classifieds/item/1527651-iphone-8-256gb-%CF%83%CE%B5-%CE%BA%CE%B1%CF%84%CE%B1%CF%83%CF%84%CE%B1%CF%83%CE%B7-%CF%83%CE%B1%CE%BD-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%BF/
iPhone X silver άριστο!,,"
										
											440,00 €
										
									",185,https://www.insomnia.gr/classifieds/item/1577145-iphone-x-silver-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF/
Iphone 8 64gb,13/05/2020 10:08  μμ,"
										
											230,00 €
										
									",360,https://www.insomnia.gr/classifieds/item/1577146-iphone-8-64gb/
7 ΘΗΚΕΣ ΓΙΑ IPHONE X-XS 20€,13/05/2020 10:46  μμ,"
										
											20,00 €
										
									",860,https://www.insomnia.gr/classifieds/item/1541126-7-%CE%B8%CE%B7%CE%BA%CE%B5%CF%83-%CE%B3%CE%B9%CE%B1-iphone-x-xs-20%E2%82%AC/
iphone 7 plus 128gb jet black,13/05/2020 01:17  μμ,"
										
											250,00 €
										
									",127,https://www.insomnia.gr/classifieds/item/1576815-iphone-7-plus-128gb-jet-black/
iPhone XS Gold - 98% - υπόλοιπο εγγύησης,13/05/2020 01:30  μμ,"
										
											500,00 €
										
									",141,https://www.insomnia.gr/classifieds/item/1576823-iphone-xs-gold-98-%CF%85%CF%80%CF%8C%CE%BB%CE%BF%CE%B9%CF%80%CE%BF-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7%CF%82/
iPhone 6s 16GB spacegrey (να φεύγει),13/05/2020 01:30  μμ,"
										
											130,00 €
										
									",1751,https://www.insomnia.gr/classifieds/item/1495498-iphone-6s-16gb-spacegrey-%CE%BD%CE%B1-%CF%86%CE%B5%CF%8D%CE%B3%CE%B5%CE%B9/
iPhone X 256gb,13/05/2020 01:42  μμ,"
										
											350,00 €
										
									",622,https://www.insomnia.gr/classifieds/item/1576834-iphone-x-256gb/
iPhone 7 | 32GB | Matte Black,,"
										
											70,00 €
										
									",223,https://www.insomnia.gr/classifieds/item/1576886-iphone-7-32gb-matte-black/
I PHONE SE 2020 BLACK 64 GB,,"
										
											1,00 €
										
									",101,https://www.insomnia.gr/classifieds/item/1576904-i-phone-se-2020-black-64-gb/
iPhone 8,13/05/2020 03:40  μμ,"
										
											290,00 €
										
									",303,https://www.insomnia.gr/classifieds/item/1571722-iphone-8/
Ι PHONE 6 PLUS,,"
										
											110,00 €
										
									",206,https://www.insomnia.gr/classifieds/item/1572528-%CE%B9-phone-6-plus/
Apple iPhone 6s,13/05/2020 03:57  μμ,"
										
											230,00 €
										
									",36,https://www.insomnia.gr/classifieds/item/1576923-apple-iphone-6s/
iPhone XR 64GB,,"
										
											440,00 €
										
									",123,https://www.insomnia.gr/classifieds/item/1576926-iphone-xr-64gb/
iPhone 7 Plus άριστο,13/05/2020 03:59  μμ,"
										
											350,00 €
										
									",913,https://www.insomnia.gr/classifieds/item/1420346-iphone-7-plus-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF/
IPHONE 11  IPHONE SE2020,13/05/2020 04:12  μμ,"
										
											1.200,00 €
										
									",133,https://www.insomnia.gr/classifieds/item/1576935-iphone-11-iphone-se2020/
Apple iPhone 11 Pro Max (64GB) Midnight Green ΣΦΡΑΓΙΣΜΕΝΟ,13/05/2020 04:20  μμ,"
										
											1.050,00 €
										
									",123,https://www.insomnia.gr/classifieds/item/1576942-apple-iphone-11-pro-max-64gb-midnight-green-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/
