,name,price,type,link,date,model,plus_size
119,7 32gb space grey,250,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1650863-apple-iphone-7-32gb-space-grey/,2020-11-12 09:17:00,7,0
120,12 128gb black 2 11 pro max 64,930,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674330-12-128gb-black-2-%CE%B7%CE%BC%CE%B5%CF%81%CF%8E%CE%BD-11-pro-max-64-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%B9%CE%BA%CE%B7/,2020-11-12 09:18:00,12,3
121,11 pro max 64,870,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1662087-iphone-11-pro-max-64-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7-%CF%87%CF%81%CF%85%CF%83%CF%8C/,2020-11-12 09:21:00,11,3
122,pixel 4 6gb 128gb clearly white,400,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674368-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%AC%CF%83%CF%83%CE%B5%CF%84%CE%B1%CE%B9-pixel-4-6gb128gb-clearly-white-%CE%BB%CE%B5%CF%85%CE%BA%CF%8C-%CF%83%CE%B5-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%B7-%CE%BA%CE%B1%CF%84%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7-%CE%BC%CE%B5-iphone/,,,0
123,11 64gb kainourgio,600,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1660174-iphone-11-64gb-kainourgio/,2020-11-12 10:47:00,11,0
124,11 64 gb,600,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1669174-iphone-11-64-gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/,2020-11-12 10:47:00,11,0
125,8 black,280,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674371-iphone-8-black/,2020-11-12 10:48:00,8,0
126,11 pro,760,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1636306-iphone-11-pro-%CE%BB%CE%B5%CF%85%CE%BA%CF%8C-%CE%BA%CE%B1%CE%B9-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE/,2020-11-12 10:49:00,11,2
127,7 32gb,240,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674388-iphone-7-32gb/,,7,0
128,se 2020 64gb,360,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1648709-iphone-se-2020-64gb/,,,0
129,11 64gb,550,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674396-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%BF-iphone-11-64gb/,,11,0
130,11 pro max midnight green,850,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674404-iphone-11-pro-max-midnight-green/,2020-11-12 11:40:00,11,3
131,256 gb space gray,500,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1573751-%CE%B9%CF%81%CE%B7%CE%BF%CE%BD%CE%B5-%CF%87-256-gb-space-gray-%CF%83%CE%B1%CE%BD-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%85%CF%81%CE%B9%CE%BF/,2020-11-12 11:50:00,,0
132,11 64gb yellow,500,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674422-iphone-11-64gb-yellow/,2020-11-12 12:02:00,11,0
133,5s,25,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1650555-iphone-5s-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%BA%CF%84%CE%B9%CE%BA%CE%AC/,2020-11-12 12:27:00,,0
134,11 pro max 64gb,850,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674446-iphone-11-pro-max-64gb/,2020-11-12 12:36:00,11,3
135,xs max 64 gb space gray,550,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674449-iphone-xs-max-64-gb-space-gray-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/,2020-11-12 12:42:00,xs,0
136,8 64gb space gray,250,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674454-iphone-8-64gb-space-gray/,,8,0
137,x 64 grey,400,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674458-iphone-x-64-grey-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE/,2020-11-12 13:00:00,x,0
138,se customised,110,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674460-iphone-se-customised/,2020-11-12 13:01:00,,0
139,11 pro midnight green 512gb x 2,0,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1669994-iphone-11-pro-midnight-green-512gb-x-2/,2020-11-12 13:17:00,11,2
140,xs max 64gb space gray 1 5,580,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1669539-xs-max-64gb-space-gray-%CF%83%CE%B1%CE%BD-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%BF-15%CF%87%CF%81%CE%BF%CE%BD%CE%BF-%CE%B5%CE%B3%CE%B3%CF%85%CE%B7%CF%83%CE%B7/,2020-11-12 13:27:00,xs,0
141,11 pro max 256gb 1 5 5,960,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674497-iphone-11-pro-max-256gb-15%CE%BC%CE%B7%CE%BD%CF%8E%CE%BD-%CE%BC%CE%B5-5-%CE%B8%CE%AE%CE%BA%CE%B5%CF%82/,2020-11-12 13:56:00,11,3
142,6s 16gb gold,100,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1652751-iphone-6s-16gb-gold-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%B7-%CE%BA%CE%B1%CF%84%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7/,2020-11-12 14:14:00,6s,0
143,6s rose gold 16gb,120,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674512-iphone-6s-rose-gold-16gb-%CE%B1%CF%88%CE%B5%CE%B3%CE%B1%CE%B4%CE%B9%CE%B1%CF%83%CF%84%CE%BF/,2020-11-12 14:20:00,6s,0
144,xr black rsim,350,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674650-iphone-xr-black-%CE%BC%CE%B5-rsim/,2020-11-12 17:53:00,xr,0
145,se 2020 64gb black,400,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674654-iphone-se-2020-64gb-black-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/,2020-11-12 17:57:00,,0
146,11 pro 256gb space gray,1000,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674669-i-phone-11-pro-256gb-space-gray-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/,2020-11-12 18:23:00,11,2
147,11 pro max 64gb,840,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674676-iphone-11-pro-max-64gb/,,11,3
148,6 plus 64gb,150,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674694-iphone-6-plus-64gb/,2020-11-12 19:01:00,6,1
149,6 128gb space grey,200,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1433699-iphone-6-128gb-space-grey/,2020-11-12 05:52:00,6,0
150,x 64 silver,400,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1611545-iphone-x-64-silver/,2020-11-12 07:12:00,x,0
151,12 64gb,860,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674308-iphone-12-64gb-%CE%BC%CE%B9%CE%B1%CF%83-%CE%B7%CE%BC%CE%B5%CF%81%CE%B1%CF%83-%CE%BA%CE%B1%CE%B9-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/,,12,0
152,8 plus 64gb black,350,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1650790-iphone-8-plus-64gb-black/,2020-11-12 08:18:00,8,1
153,11 pro max 256gb,1100,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1664838-iphone-11-pro-max-256gb-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%8D%CF%81%CE%B3%CE%B9%CE%BF-%CE%B1%CE%BD%CF%84%CE%B9%CF%80%CF%81%CE%BF%CF%83%CF%89%CF%80%CE%B5%CE%AF%CE%B1%CF%82/,2020-11-12 08:24:00,11,3
154,5 special edition 16gb,80,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1670596-iphone-5-special-edition-16gb/,2020-11-12 08:35:00,,0
155,7 128gb 100,240,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1649834-iphone-7-128gb-100-%CF%85%CE%B3%CE%B5%CE%AF%CE%B1-%CE%BC%CF%80%CE%B1%CF%84%CE%B1%CF%81%CE%AF%CE%B1%CF%82/,2020-11-11 22:07:00,7,0
156,xr 64 gb,390,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1659234-iphone-xr-64-gb-%CE%B5%CF%85%CE%BA%CE%B1%CE%B9%CF%81%CE%B9%CE%B1/,2020-11-11 22:19:00,xr,0
157,beats x black fast fuel,59,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1643668-apple-beats-x-black-%CE%B1%CF%85%CE%B8%CE%B5%CE%BD%CF%84%CE%B9%CE%BA%CE%AC-%CE%BC%CE%B5-%CE%B5%CE%B3%CE%B3%CF%8D%CE%B7%CF%83%CE%B7-fast-fuel/,2020-11-11 22:26:00,,0
158,xs max 64,600,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1627642-apple-iphone-xs-max-64-%CE%BC%CE%B5-%CE%B5%CE%B3%CE%B3%CF%85%CE%B7%CF%83%CE%B7-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7/,2020-11-11 20:48:00,xs,0
159,7 128,210,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1670502-%CF%80%CF%89%CE%BB%CE%B5%CE%B9%CF%84%CE%B1%CE%B9-iphone-7-128/,2020-11-11 21:07:00,7,0
160,4 iphones xr xs 64gb,410,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674180-4-iphones-xrxs-64gb-%CE%AC%CF%88%CE%BF%CE%B3%CE%B1/,2020-11-11 21:10:00,,0
161,xs 256gb space grey,600,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674189-%CE%B1%CF%81%CE%B9%CF%83%CF%84%CE%BF-%CE%BC%CE%B5-%CE%B5%CE%B3%CE%B3%CF%85%CE%B7%CF%83%CE%B7-iphone-xs-256gb-space-grey/,,xs,0
162,xs max 256gb,630,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674191-apple-iphone-xs-max-256gb-%CE%BC%CE%B1%CF%8D%CF%81%CE%BF/,2020-11-11 21:30:00,xs,0
163,11 64gb,,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1573664-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%B7-iphone-11-64gb/,2020-11-11 22:27:00,11,0
164,x 64gb black,400,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674227-iphone-x-64gb-black/,2020-11-11 22:38:00,x,0
165,6 16gb 80,80,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674228-iphone-6-16gb-80-%CE%B5%CF%85%CF%81%CF%89/,2020-11-11 22:39:00,6,0
166,,700,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674245-apple-%CF%80%CE%B1%CE%BA%CE%AD%CF%84%CE%BF-%CE%B5%CF%85%CE%BA%CE%B1%CE%B9%CF%81%CE%AF%CE%B1/,2020-11-11 23:03:00,,0
167,11 pro max 256gb gold,1100,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1650086-%CE%BD%CE%B5%CE%B1-%CF%84%CE%B9%CE%BC%CE%B7-apple-iphone-11-pro-max-256gb-gold-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/,2020-11-11 23:05:00,11,3
168,xs 64gb gold,589,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674269-apple-iphone-xs-64gb-gold/,2020-11-12 00:00:00,xs,0
169,7 plus,300,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674271-iphone-7-plus-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%BF/,2020-11-12 00:14:00,7,1
170,xs max 256gb 5s,749,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1669031-iphone-xs-max-256gb-%CE%BA%CE%B1%CE%B9-iphone-5s-%CE%BB%CE%B5%CF%85%CE%BA%CE%B1/,2020-11-11 13:49:00,xs,0
171,7 32gb black,200,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1663545-iphone-7-32gb-black/,2020-11-11 14:16:00,7,0
172,7 plus 32 gb,250,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673953-iphone-7-plus-32-gb/,2020-11-11 14:38:00,7,1
173,11 pro max 64gb midnight green,800,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1659556-iphone-11-pro-max-64gb-midnight-green/,2020-11-11 15:21:00,11,3
174,7 32g,150,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673979-iphone-7-32g/,,7,0
175,xs max 256gb space gray,550,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1660817-apple-iphone-xs-max-256gb-space-gray/,2020-11-11 16:21:00,xs,0
176,8 plus 64gb xs max 64gb,330,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1635612-iphone-8-plus-64gb-iphone-xs-max-64gb/,2020-11-11 16:42:00,8,1
177,airpods,70,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674014-apple-airpods/,,,0
178,xr 64 gb,420,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674018-iphone-xr-64-gb/,2020-11-11 16:49:00,xr,0
179,11 pro max midnight green 64gb,830,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1660012-iphone-11-pro-max-midnight-green-64gb/,2020-11-11 17:01:00,11,3
180,11 pro max gold,799,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674033-iphone-11-pro-max-gold-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE/,2020-11-11 17:16:00,11,3
181,7 32gb,210,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674037-iphone-7-32gb/,,7,0
182,8 plus 64gb black,250,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674039-iphone-8-plus-64gb-black/,2020-11-11 17:34:00,8,1
183,11 64gb white,530,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674046-iphone-11-64gb-white/,,11,0
184,7 32gb rose gold,160,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674048-apple-iphone-7-32gb-rose-gold/,,7,0
185,11 pro 512gb,1100,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1615838-iphone-11-pro-512gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/,2020-11-11 18:08:00,11,2
186,8,280,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674080-iphone-8-%CE%BC%CE%B5%CF%84%CE%B1%CF%87%CE%B5%CE%B9%CF%81%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%BF/,2020-11-11 18:48:00,8,0
187,6s 6 plus 6 4s,70,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1661790-iphone-6s-iphone-6-plus-iphone-6-iphone-4s/,2020-11-11 18:53:00,6s,1
188,akuro,1,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1651227-akuro/,2020-11-11 19:26:00,,0
189,se 16gb silver,100,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674119-apple-iphone-se-16gb-silver-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7/,2020-11-11 19:43:00,,0
190,,1,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674122--/,,,0
191,11 pro max 256 gb space gray 8 version 2020,850,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674123-iphone-11-pro-max-256-gb-space-gray-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%BF-%CE%BC%CE%B5-8-%CE%B8%CE%B7%CE%BA%CE%B5%CF%82-%CE%B4%CF%8E%CF%81%CE%BF-%CF%84%CE%BF-%CE%B1%CF%86%CE%B5%CE%BD%CF%84%CE%B9%CE%BA%CF%8C-%CF%84%CF%81%CE%B5%CE%BB%CE%AC%CE%B8%CE%B7%CE%BA%CE%B5-version-2020/,,11,3
192,7,60,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1650146-apple-iphone-7-%CE%B3%CE%B9%CE%B1-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%BA%CF%84%CE%B9%CE%BA%CE%B1-%CE%B7-%CE%B3%CE%B9%CE%B1-%CE%B5%CF%80%CE%B9%CF%83%CE%BA%CE%B5%CF%85%CE%B7/,2020-11-11 19:58:00,7,0
193,pixel 4 6gb 128gb clearly white,400,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674152-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%AC%CF%83%CF%83%CE%B5%CF%84%CE%B1%CE%B9-pixel-4-6gb128gb-clearly-white-%CE%BB%CE%B5%CF%85%CE%BA%CF%8C-%CF%83%CE%B5-%CE%AC%CF%81%CE%B9%CF%83%CF%84%CE%B7-%CE%BA%CE%B1%CF%84%CE%AC%CF%83%CF%84%CE%B1%CF%83%CE%B7-%CE%BC%CE%B5-iphone/,,,0
194,7 plus,249,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1660614-apple-iphone-7-plus/,2020-11-11 20:46:00,7,1
195,11,470,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674280-iphone-11-%CE%BA%CE%AF%CF%84%CF%81%CE%B9%CE%BD%CE%BF/,,11,0
196,se,120,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674287-iphone-se/,2020-11-12 01:30:00,,0
197,11 pro 64gb space grey,680,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1674288-iphone-11-pro-64gb-space-grey/,,11,2
198,11pro max 64 green,770,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1637798-11pro-max-64-green/,,11,0
199,note 9 dual lavender,1,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673885-%CE%B1%CE%BD%CF%84%CE%B1%CE%BB%CE%BB%CE%B1%CE%B3%CE%AE-note-9-dual-lavender-%CF%83%CF%84%CE%B7%CE%BD-%CE%B5%CE%B3%CE%B3%CF%85%CE%B7%CF%83%CE%B7-%CE%BC%CE%B5/,2020-11-11 12:45:00,,0
200,8 plus 64 gb 8 2020,400,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673913-iphone-8-plus-64-gb-%CE%B1%CE%B3%CE%BF%CF%81%CE%B1%CF%83%CE%BC%CE%B5%CE%BD%CE%BF-8-2020/,2020-11-11 13:31:00,8,1
201,xr,430,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673918-iphone-xr-%CE%AC%CF%88%CE%BF%CE%B3%CE%BF/,2020-11-11 13:36:00,xr,0
202,se 32gb 1st gen,100,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1670078-iphone-se-32gb-1st-gen/,,,0
203,8 silver 64gb,300,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1648569-iphone-8-silver-64gb/,2020-11-11 08:39:00,8,0
204,watch 6 44mm silver,435,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673791-apple-watch-6-44mm-silver-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%BF/,2020-11-11 09:19:00,,0
205,11,550,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673801-iphone-11/,,11,0
206,se 2020 white 128 gb,400,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1650382-i-phone-se-2020-white-128-gb/,2020-11-11 10:07:00,,0
207,7 128gb,85,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1662214-i-phone-7-128gb/,2020-11-11 10:32:00,7,0
208,12 128 giga,930,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673824-iphone-12-128-giga-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%B1/,2020-11-11 10:43:00,12,0
209,7 32gb,,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673764-%CF%80%CF%89%CE%BB%CE%B5%CE%B9%CF%84%CE%B1%CE%B9-%CE%BC%CE%B7%CF%84%CF%81%CE%B9%CE%BA%CE%B7-iphone-7-32gb-%CE%BE%CE%B5%CE%BA%CE%BB%CE%B5%CE%B9%CE%B4%CF%89%CF%84%CE%B7/,2020-11-11 06:53:00,7,0
210,11 pro 64 gb,680,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673768-iphone-11-pro-64-gb/,2020-11-11 07:26:00,11,2
211,12 64gb kai 11pro max 512gb,,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673775-iphone-12-64gb-kai-11pro-max-512gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%AD%CE%BD%CE%B1/,2020-11-11 08:29:00,12,0
212,11 64gb,1,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673777-iphone-11-64gb/,,11,0
213,4s,50,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1666751-iphone-4s/,2020-11-11 08:32:00,,0
214,7 plus rose gold 128gb,159,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1657258-iphone-7-plus-rose-gold-128gb/,2020-11-11 10:59:00,7,1
215,xs max 256gb,620,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1630275-xs-max-256gb-%CE%B1%CF%88%CE%B5%CE%B3%CE%B1%CE%B4%CE%B9%CE%B1%CF%83%CF%84%CE%BF-%CE%B8%CE%B5%CF%83%CF%83%CE%BD%CE%B9%CE%BA%CE%B7/,2020-11-11 11:13:00,xs,0
216,11 pro,580,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673845-iphone-11-pro/,,11,2
217,x 256gb,350,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1663369-iphone-x-256gb/,2020-11-11 11:33:00,x,0
218,11 pro max 512 gb,1200,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1631495-11-pro-max-512-gb-%CF%83%CF%86%CF%81%CE%B1%CE%B3%CE%B9%CF%83%CE%BC%CE%B5%CE%BD%CE%BF/,2020-11-10 18:20:00,11,3
219,xs 64gb,480,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1631887-iphone-xs-64gb-%CE%B1%CF%88%CE%BF%CE%B3%CE%BF-%CE%BC%CE%B5-%CE%B5%CE%B3%CE%B3%CF%85%CE%B7%CF%83%CE%B7-%CE%B1%CE%B8%CE%B7%CE%BD%CE%B1/,2020-11-10 18:21:00,xs,0
220,se first generation,100,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673564-%CF%80%CF%89%CE%BB%CE%B5%CE%AF%CF%84%CE%B1%CE%B9-iphone-se-first-generation/,2020-11-10 18:40:00,,0
221,7 plus 256,300,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673578-iphone-7-plus-256/,2020-11-10 18:57:00,7,1
222,12 pro graphite 128,1150,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673583-iphone-12-pro-graphite-128/,,12,2
223,pple xs 64gb silver extras,,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1665844-%CE%B1pple-iphone-xs-64gb-silver-apple-%CE%B5%CE%B3%CE%B3%CF%85%CE%B7%CF%83%CE%B7-%CE%BA%CE%B1%CF%84%CE%B1%CF%83%CF%84%CE%B1%CF%83%CE%B7-%CE%BA%CE%B1%CE%B9%CE%BD%CE%BF%CF%85%CF%81%CE%B3%CE%B9%CE%BF%CF%85-extras-%CE%BD%CE%B5%CE%B1-%CF%84%CE%B9%CE%BC%CE%B7/,2020-11-10 20:01:00,,0
224,se white 64gb,430,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673629-iphone-se-white-64gb/,2020-11-10 20:28:00,,0
225,13x tommy hilfiger black rfid blocking,450,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1669631-13x-%CE%B3%CE%BD%CE%AE%CF%83%CE%B9%CE%B1-tommy-hilfiger-black-%CF%80%CE%BF%CF%81%CF%84%CE%BF%CF%86%CF%8C%CE%BB%CE%B9%CE%B1-rfid-blocking-%CE%B4%CE%B5%CF%81%CE%BC%CE%AC%CF%84%CE%B9%CE%BD%CE%B7-%CF%83%CF%85%CF%83%CE%BA%CE%B5%CF%85%CE%B1%CF%83%CE%AF%CE%B1-%CE%B4%CF%8E%CF%81%CE%BF%CF%85/,2020-11-10 20:49:00,,0
226,xs max 64gb space grey,500,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1673648-iphone-xs-max-64gb-space-grey/,,xs,0
227,11 white 64gb,550,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1624695-iphone-11-white-64gb-%CE%B1%CF%88%CE%B5%CE%B3%CE%B1%CE%B4%CE%B9%CE%B1%CF%83%CF%84%CE%BF-%CE%BC%CE%B5-%CE%B5%CE%B3%CE%B3%CF%85%CE%B7%CF%83%CE%B7/,2020-11-10 20:57:00,11,0
228,se 16gb ios 14,90,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1668469-apple-iphone-se-16gb-ios-14-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7/,2020-11-10 21:11:00,,0
229,7 32gb gold unable to activate,120,ΠΩΛΗΣΗ,https://www.insomnia.gr/classifieds/item/1667483-apple-iphone-7-32gb-gold-unable-to-activate-%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%B9%CE%BA%CE%B7/,2020-11-10 21:12:00,7,0
